255,000
0,001
79,0100000
31,0100001
23,010001000
98,010001001
62,01000101000
45,01000101001
230,010001010100
220,010001010101
218,010001010110
213,010001010111
195,0100010110
176,0100010111
144,0100011000
119,0100011001
117,0100011010
116,0100011011
104,0100011100
102,0100011101
61,0100011110
58,0100011111
18,0100100
47,0100101
42,0100110000
28,0100110001
27,0100110010
14,0100110011
8,010011010
99,010011011
5,01001110
64,01001111
232,01010000000
202,01010000001
199,01010000010
197,01010000011
171,01010000100
168,01010000101
155,01010000110
153,01010000111
126,01010001000
123,01010001001
109,01010001010
105,01010001011
212,0101000110
194,0101000111
193,0101001000
44,0101001001
43,0101001010
210,0101001011
68,010100110
97,010100111
246,0101010
243,0101011
95,0101100
249,0101101
242,0101110
240,0101111
15,01100
1,01101
84,011100000
40,011100001
182,0111000100
177,0111000101
160,0111000110
150,0111000111
110,0111001000
90,0111001001
73,0111001010
60,0111001011
94,01110011000
227,01110011001
205,011100110100
174,011100110101
229,0111001101100
217,0111001101101
206,0111001101110
204,0111001101111
30,0111001110
216,0111001111
127,0111010
245,0111011
65,01111000
6,01111001
201,01111010000
200,01111010001
185,01111010010
172,01111010011
165,0111101010
134,0111101011
118,0111101100
106,0111101101
92,0111101110
59,0111101111
244,0111110
250,0111111
63,1000000
248,1000001
115,100001000
56,100001001
9,100001010
11,100001011
50,10000110
80,10000111
111,1000100
253,1000101
26,1000110000
209,1000110001
140,10001100100
78,10001100101
236,100011001100
222,100011001101
173,100011001110
167,100011001111
187,1000110100
181,1000110101
179,1000110110
146,1000110111
66,10001110
20,10001111
133,1001000000
132,1001000001
122,1001000010
121,1001000011
76,1001000100
74,1001000101
29,1001000110
25,1001000111
130,100100100
114,100100101
54,100100110
53,100100111
3,1001010
207,1001011
24,100110000
22,100110001
41,100110010
39,100110011
238,10011010000
228,10011010001
219,10011010010
203,10011010011
186,10011010100
151,10011010101
141,10011010110
139,10011010111
231,1001101100
226,1001101101
211,1001101110
166,1001101111
164,1001110000
162,1001110001
156,1001110010
152,1001110011
137,1001110100
120,1001110101
108,1001110110
91,1001110111
81,10011110
67,10011111
143,1010000
252,1010001
19,1010010
4,1010011
36,10101000
96,10101001
113,101010100
72,101010101
88,1010101100
75,1010101101
154,1010101110
148,1010101111
159,1010110
254,1010111
2,101100
32,101101
34,1011100
247,1011101
13,101111000
131,101111001
128,101111010
101,101111011
100,101111100
85,101111101
71,101111110
57,101111111
251,1100000
191,1100001
51,11000100
83,11000101
136,1100011000
135,1100011001
124,11000110100
234,11000110101
225,11000110110
221,11000110111
161,110001110
129,110001111
223,1100100
175,1100101
69,11001100
7,11001101
55,110011100
147,110011101
89,1100111100
233,1100111101
215,11001111100
214,11001111101
189,11001111110
188,11001111111
16,11010
17,11011
49,1110000
48,1110001
224,1110010000
196,1110010001
190,1110010010
170,1110010011
138,1110010100
125,1110010101
93,1110010110
77,1110010111
145,111001100
86,111001101
70,111001110
10,111001111
38,11101000
21,11101001
82,11101010
52,11101011
239,1110110
35,1110111
149,111100000
87,111100001
46,1111000100
198,1111000101
169,11110001100
158,11110001101
237,11110001110
235,11110001111
37,11110010
112,11110011
184,1111010000
183,1111010001
180,1111010010
163,1111010011
157,1111010100
142,1111010101
107,1111010110
103,1111010111
208,111101100
192,111101101
178,111101110
12,111101111
241,111110
33,111111
