33,000000
18,000001
19,0000100
49,0000101
96,000011000
37,000011001
143,000011010000
133,000011010001
213,0000110100100
183,0000110100101
202,00001101001100
172,00001101001101
221,00001101001110
203,00001101001111
244,00001101010
160,00001101011
12,0000110110
54,0000110111
154,0000111000000
239,0000111000001
198,0000111000010
182,0000111000011
149,000011100010
45,000011100011
95,00001110010
42,00001110011
47,0000111010
99,0000111011
168,0000111100000
139,0000111100001
137,0000111100010
228,0000111100011
104,000011110010
225,000011110011
164,000011110100
89,000011110101
74,000011110110
224,000011110111
241,0000111110
114,0000111111
17,00010
32,00011
16,0010
2,0011
69,0100000000
39,0100000001
187,01000000100000
158,01000000100001
219,01000000100010
173,01000000100011
124,0100000010010
229,0100000010011
46,010000001010
134,010000001011
26,01000000110
176,01000000111
82,010000010
67,010000011
65,01000010
80,01000011
128,0100010000
13,0100010001
214,0100010010000
152,0100010010001
215,0100010010010
93,0100010010011
169,0100010010100
109,0100010010101
205,01000100101100
190,01000100101101
189,01000100101110
188,01000100101111
111,01000100110
27,01000100111
97,010001010
52,010001011
146,01000110000
177,01000110001
249,010001100100
75,010001100101
253,0100011001100
200,0100011001101
184,0100011001110
153,0100011001111
84,0100011010
255,0100011011
9,010001110
22,010001111
3,010010
48,010011
161,01010000000
245,01010000001
62,010100000100
226,010100000101
90,010100000110
191,010100000111
131,01010000100
102,01010000101
105,010100001100
250,010100001101
175,010100001110
106,010100001111
24,0101000100
242,0101000101
147,01010001100
56,01010001101
87,01010001110
246,01010001111
7,01010010
51,01010011
110,0101010000000
230,0101010000001
234,01010100000100
237,01010100000101
217,01010100000110
222,01010100000111
196,010101000010
165,010101000011
61,010101000100
135,010101000101
227,010101000110
180,010101000111
216,0101010010000
186,0101010010001
174,0101010010010
157,0101010010011
210,010101001010
76,010101001011
117,01010100110
192,01010100111
14,0101010100
63,0101010101
162,01010101100
72,01010101101
251,010101011100
150,010101011101
91,010101011110
77,010101011111
10,010101100
112,010101101
156,0101011100000
170,0101011100001
232,0101011100010
140,0101011100011
78,010101110010
181,010101110011
43,01010111010
127,01010111011
129,0101011110
85,0101011111
5,0101100
64,0101101
55,0101110000
243,0101110001
132,01011100100
163,01011100101
57,01011100110
208,01011100111
115,0101110100
40,0101110101
125,0101110110000
201,0101110110001
199,0101110110010
231,0101110110011
236,01011101101000
220,01011101101001
206,01011101101010
238,01011101101011
142,0101110110110
141,0101110110111
178,01011101110
58,01011101111
15,01011110
66,01011111
100,0110000000
70,0110000001
247,01100000100
28,01100000101
207,011000001100
136,011000001101
121,011000001110
92,011000001111
98,011000010
68,011000011
36,01100010
21,01100011
50,0110010
35,0110011
144,0110100000
25,0110100001
29,01101000100
118,01101000101
123,011010001100
107,011010001101
252,011010001110
120,011010001111
23,011010010
38,011010011
113,011010100
31,011010101
59,01101011000
103,01101011001
209,01101011010
60,01101011011
101,0110101110
79,0110101111
83,011011000
53,011011001
11,011011010
240,011011011
81,01101110
8,01101111
4,011100
34,011101
212,011110000000
167,011110000001
151,011110000010
223,011110000011
148,01111000010
119,01111000011
145,0111100010
116,0111100011
171,0111100100000
233,0111100100001
218,0111100100010
185,0111100100011
254,011110010010
211,011110010011
73,01111001010
248,01111001011
197,011110011000
94,011110011001
166,011110011010
138,011110011011
194,01111001110
88,01111001111
130,0111101000
86,0111101001
179,01111010100
159,01111010101
122,011110101100
108,011110101101
155,0111101011100
126,0111101011101
235,0111101011110
204,0111101011111
71,0111101100
41,0111101101
44,01111011100
30,01111011101
195,01111011110
193,01111011111
6,0111110
20,0111111
0,10
1,11
