17,00000
32,00001
5,00010000
64,00010001
113,0001001000
23,0001001001
116,00010010100
130,00010010101
162,000100101100
58,000100101101
143,000100101110
90,000100101111
112,0001001100
69,0001001101
212,0001001110000
62,0001001110001
92,0001001110010
228,0001001110011
28,000100111010
43,000100111011
88,000100111100
250,000100111101
208,000100111110
148,000100111111
49,0001010
4,0001011
21,000110000
81,000110001
78,0001100100000
213,0001100100001
189,00011001000100
187,00011001000101
174,00011001000110
158,00011001000111
249,000110010010
164,000110010011
159,000110010100
44,000110010101
136,0001100101100
110,0001100101101
227,0001100101110
94,0001100101111
54,0001100110
12,0001100111
25,00011010000
145,00011010001
119,000110100100
179,000110100101
194,000110100110
193,000110100111
99,0001101010
84,0001101011
67,000110110
52,000110111
51,00011100
6,00011101
59,000111100000
178,000111100001
229,0001111000100
61,0001111000101
221,00011110001100
204,00011110001101
235,00011110001110
236,00011110001111
160,00011110010
117,00011110011
13,0001111010
39,0001111011
180,000111110000
104,000111110001
89,000111110010
75,000111110011
102,00011111010
131,00011111011
210,000111111000
195,000111111001
181,000111111010
175,000111111011
74,000111111100
134,000111111101
139,0001111111100
124,0001111111101
123,0001111111110
109,0001111111111
16,0010
2,0011
3,010000
34,010001
37,010010000
82,010010001
100,0100100100
14,0100100101
244,01001001100
246,01001001101
87,01001001110
95,01001001111
20,01001010
65,01001011
96,010011000
9,010011001
165,010011010000
224,010011010001
233,01001101001000
219,01001101001001
188,01001101001010
190,01001101001011
230,0100110100110
140,0100110100111
245,01001101010
26,01001101011
150,010011011000
105,010011011001
191,010011011010
106,010011011011
56,01001101110
176,01001101111
70,0100111000
240,0100111001
137,0100111010000
125,0100111010001
215,0100111010010
182,0100111010011
157,0100111010100
156,0100111010101
108,0100111010110
199,0100111010111
111,01001110110
132,01001110111
135,010011110000
120,010011110001
225,010011110010
211,010011110011
161,01001111010
86,01001111011
185,0100111110000
198,0100111110001
153,0100111110010
141,0100111110011
209,010011111010
77,010011111011
147,01001111110
146,01001111111
35,0101000
50,0101001
114,0101010000
115,0101010001
85,0101010010
55,0101010011
22,010101010
97,010101011
214,0101011000000
183,0101011000001
155,0101011000010
154,0101011000011
166,010101100010
254,010101100011
45,010101100100
207,010101100101
184,0101011001100
171,0101011001101
168,0101011001110
218,0101011001111
118,01010110100
103,01010110101
76,010101101100
60,010101101101
30,010101101110
253,010101101111
68,010101110
38,010101111
36,01011000
80,01011001
41,01011010000
247,01011010001
201,0101101001000
186,0101101001001
172,0101101001010
170,0101101001011
196,010110100110
151,010110100111
241,0101101010
128,0101101011
47,0101101100
242,0101101101
57,01011011100
127,01011011101
27,01011011110
133,01011011111
10,010111000
83,010111001
101,0101110100
31,0101110101
237,01011101100000
238,01011101100001
206,01011101100010
222,01011101100011
200,0101110110010
217,0101110110011
251,010111011010
252,010111011011
42,01011101110
72,01011101111
7,01011110
15,01011111
18,01100
33,01101
48,011100
19,011101
255,011110000
53,011110001
79,0111100100
24,0111100101
226,011110011000
29,011110011001
205,0111100110100
234,0111100110101
202,0111100110110
232,0111100110111
192,01111001110
248,01111001111
40,0111101000
144,0111101001
107,011110101000
167,011110101001
220,0111101010100
169,0111101010101
126,0111101010110
231,0111101010111
177,01111010110
149,01111010111
152,011110110000
91,011110110001
197,011110110010
121,011110110011
73,01111011010
163,01111011011
243,0111101110
129,0111101111
11,011111000
98,011111001
63,0111110100
71,0111110101
93,011111011000
239,011111011001
223,011111011010
138,011111011011
216,0111110111000
173,0111110111001
142,0111110111010
203,0111110111011
122,011111011110
46,011111011111
66,01111110
8,01111111
0,10
1,11
