2,000000
255,000001
162,0000100000
13,0000100001
148,0000100010
145,0000100011
127,0000100100
26,0000100101
254,0000100110
251,0000100111
132,0000101000
115,0000101001
97,0000101010
90,0000101011
60,0000101100
24,0000101101
61,00001011100
180,00001011101
161,00001011110
153,00001011111
149,0000110000
139,0000110001
53,0000110010
22,0000110011
73,000011010
242,000011011
111,00001110
6,00001111
47,00010000
31,00010001
82,000100100
191,000100101
71,0001001100
57,0001001101
203,00010011100
187,00010011101
182,00010011110
179,00010011111
80,00010100
33,00010101
168,00010110000
122,00010110001
118,00010110010
12,00010110011
152,0001011010
116,0001011011
52,0001011100
44,0001011101
27,0001011110
253,0001011111
3,0001100
64,0001101
98,000111000
223,000111001
108,0001110100
103,0001110101
96,0001110110
83,0001110111
81,0001111000
14,0001111001
237,00011110100
236,00011110101
222,00011110110
199,00011110111
193,00011111000
189,00011111001
119,00011111010
105,00011111011
165,0001111110
163,0001111111
95,00100000
19,00100001
67,001000100
133,001000101
120,0010001100
84,0010001101
70,0010001110
240,0010001111
8,00100100
9,00100101
207,001001100
201,001001101
121,001001110
150,001001111
18,0010100
4,0010101
7,00101100
143,00101101
110,0010111000000
94,0010111000001
46,00101110000100
233,00101110000101
190,00101110000110000
172,00101110000110001
109,00101110000110010
78,00101110000110011
230,0010111000011010
225,0010111000011011
224,0010111000011100
205,0010111000011101
204,0010111000011110
198,0010111000011111
235,001011100010
231,001011100011
102,00101110010
155,00101110011
183,0010111010
138,0010111011
117,0010111100
87,0010111101
59,0010111110
226,0010111111
66,00110000
144,00110001
68,001100100
249,001100101
178,001100110
130,001100111
135,00110100
50,00110101
210,0011011000
170,0011011001
167,0011011010
137,0011011011
106,0011011100
91,0011011101
88,0011011110
86,0011011111
89,001110000
72,001110001
41,001110010
37,001110011
39,0011101000
28,0011101001
23,0011101010
184,0011101011
252,001110110
159,001110111
34,0011110
63,0011111
147,0100000000
131,0100000001
124,0100000010
104,0100000011
11,010000010
43,010000011
35,01000010
247,01000011
250,010001000
146,010001001
134,010001010
55,010001011
42,010001100
40,010001101
25,010001110
21,010001111
129,01001000
244,01001001
49,01001010
248,01001011
213,010011000000
200,010011000001
196,010011000010
176,010011000011
140,010011000100
112,010011000101
77,010011000110
76,010011000111
217,0100110010
101,0100110011
175,010011010
75,010011011
10,01001110
65,01001111
15,01010
1,01011
243,01100000000
238,01100000001
221,01100000010
214,01100000011
211,01100000100
209,01100000101
192,01100000110
177,01100000111
194,0110000100
185,0110000101
128,0110000110
74,0110000111
45,0110001000
38,0110001001
29,0110001010
181,0110001011
171,0110001100
166,0110001101
160,0110001110
151,0110001111
114,01100100
36,01100101
136,0110011000
92,0110011001
85,0110011010
58,0110011011
56,011001110
54,011001111
239,011010000
169,011010001
51,011010010
20,011010011
30,0110101000
154,0110101001
93,01101010100
227,01101010101
234,011010101100
232,011010101101
229,011010101110
228,011010101111
219,011010110000
215,011010110001
212,011010110010
208,011010110011
202,011010110100
188,011010110101
174,011010110110
173,011010110111
157,011010111000
156,011010111001
141,011010111010
126,011010111011
220,01101011110
218,01101011111
216,01101100000
206,01101100001
197,01101100010
195,01101100011
186,01101100100
164,01101100101
158,01101100110
142,01101100111
125,01101101000
123,01101101001
107,01101101010
62,01101101011
100,0110110110
69,0110110111
113,01101110
246,01101111
48,0111000
5,0111001
245,01110100
99,01110101
79,01110110
241,01110111
17,011110
32,011111
0,10
16,11
