18,000000
33,000001
48,0000100
19,0000101
65,00001100
51,00001101
10,0000111000
241,0000111001
31,0000111010
39,0000111011
164,000011110000
134,000011110001
62,0000111100100
228,0000111100101
213,0000111100110
125,0000111100111
144,00001111010
103,00001111011
250,00001111100
159,00001111101
150,000011111100
120,000011111101
201,0000111111100
214,0000111111101
190,00001111111100
172,00001111111101
220,00001111111110
235,00001111111111
49,0001000
4,0001001
242,0001010000
100,0001010001
56,00010100100
40,00010100101
25,00010100110
130,00010100111
8,000101010
68,000101011
44,000101100000
75,000101100001
186,0001011000100
199,0001011000101
141,0001011000110
168,0001011000111
249,00010110010
131,00010110011
85,0001011010
47,0001011011
208,000101110000
90,000101110001
179,000101110010
105,000101110011
89,000101110100
59,000101110101
181,000101110110
178,000101110111
11,0001011110
70,0001011111
255,00011000
36,00011001
118,00011010000
175,00011010001
140,0001101001000
216,0001101001001
94,0001101001010
229,0001101001011
135,000110100110
151,000110100111
55,0001101010
114,0001101011
137,000110110000
194,000110110001
60,000110110010
209,000110110011
145,00011011010
132,00011011011
79,0001101110
12,0001101111
66,00011100
6,00011101
72,00011110000
160,00011110001
200,0001111001000
155,0001111001001
206,00011110010100
237,00011110010101
221,00011110010110
189,00011110010111
193,000111100110
180,000111100111
243,0001111010
63,0001111011
96,000111110
53,000111111
2,00100
32,00101
3,001100
34,001101
83,001110000
22,001110001
225,001110010000
106,001110010001
139,0011100100100
126,0011100100101
110,0011100100110
215,0011100100111
251,00111001010
26,00111001011
244,0011100110
115,0011100111
41,00111010000
119,00111010001
76,001110100100
165,001110100101
93,001110100110
136,001110100111
13,0011101010
86,0011101011
207,00111011000
57,00111011001
146,00111011010
191,00111011011
121,001110111000
91,001110111001
203,0011101110100
169,0011101110101
232,0011101110110
185,0011101110111
166,001110111100
210,001110111101
156,0011101111100
142,0011101111101
202,0011101111110
230,0011101111111
35,0011110
50,0011111
16,0100
17,0101
97,011000000
38,011000001
101,0110000100
95,0110000101
253,01100001100
42,01100001101
195,011000011100
45,011000011101
224,011000011110
167,011000011111
9,011000100
98,011000101
252,01100011000
223,01100011001
211,011000110100
29,011000110101
231,0110001101100
218,0110001101101
187,0110001101110
219,0110001101111
246,0110001110
71,0110001111
80,01100100
67,01100101
88,01100110000
147,01100110001
176,01100110010
254,01100110011
116,0110011010
14,0110011011
24,0110011100
245,0110011101
92,011001111000
122,011001111001
107,011001111010
197,011001111011
161,01100111110
163,01100111111
5,0110100
15,0110101
7,01101100
21,01101101
27,01101110000
149,01101110001
217,0110111001000
233,0110111001001
204,0110111001010
158,0110111001011
46,011011100110
212,011011100111
111,0110111010
128,0110111011
69,011011110
23,011011111
52,01110000
81,01110001
73,01110010000
104,01110010001
198,011100100100
77,011100100101
227,011100100110
138,011100100111
148,01110010100
58,01110010101
170,0111001011000
234,0111001011001
188,01110010110100
236,01110010110101
222,01110010110110
238,01110010110111
183,011100101110
61,011100101111
84,011100110
54,011100111
117,0111010000
102,0111010001
87,0111010010
143,0111010011
99,011101010
112,011101011
152,011101100000
30,011101100001
182,011101100010
124,011101100011
133,01110110010
162,01110110011
247,0111011010
127,0111011011
28,01110111000
239,01110111001
196,011101110100
226,011101110101
123,011101110110
78,011101110111
248,0111011110
129,0111011111
64,0111100
20,0111101
113,011111000
240,011111001
171,0111110100000
174,0111110100001
205,0111110100010
173,0111110100011
153,011111010010
109,011111010011
43,01111101010
192,01111101011
177,01111101100
74,01111101101
108,011111011100
184,011111011101
157,011111011110
154,011111011111
37,01111110
82,01111111
0,10
1,11
