0,00
1,01
60,10000000000000
45,10000000000001
206,100000000000100000
189,100000000000100001
169,1000000000001000100
237,1000000000001000101
172,1000000000001000110
141,1000000000001000111
236,10000000000010010
222,10000000000010011
233,1000000000001010
221,1000000000001011
218,1000000000001100
205,1000000000001101
186,1000000000001110
185,1000000000001111
133,1000000000010
132,1000000000011
131,1000000000100
57,1000000000101
173,1000000000110000
158,1000000000110001
157,1000000000110010
93,1000000000110011
232,100000000011010
220,100000000011011
219,100000000011100
216,100000000011101
201,100000000011110
187,100000000011111
69,10000000010
101,10000000011
175,100000001000
177,100000001001
184,100000001010000
183,100000001010001
171,100000001010010
170,100000001010011
196,10000000101010
167,10000000101011
155,10000000101100
121,10000000101101
110,10000000101110
105,10000000101111
55,10000000110
70,10000000111
67,1000000100
242,1000000101
226,1000000110000
43,1000000110001
62,10000001100100
46,10000001100101
168,100000011001100
153,100000011001101
142,100000011001110
238,100000011001111
253,100000011010
193,100000011011
103,100000011100
41,100000011101
40,100000011110
224,100000011111
64,10000010
6,10000011
96,100001000
81,100001001
47,1000010100
68,1000010101
115,10000101100
111,10000101101
252,10000101110
248,10000101111
66,100001100
22,100001101
83,1000011100
53,1000011101
225,1000011110000
179,1000011110001
134,1000011110010
73,1000011110011
230,10000111101000
199,10000111101001
198,10000111101010
151,10000111101011
94,10000111101100
91,10000111101101
77,10000111101110
61,10000111101111
180,1000011111000
178,1000011111001
148,1000011111010
89,1000011111011
130,100001111110
87,100001111111
3,100010
48,100011
32,10010
17,10011
15,101000000
97,101000001
246,10100001000
247,10100001001
75,1010000101000
72,1010000101001
211,1010000101010
210,1010000101011
163,1010000101100
149,1010000101101
88,1010000101110
44,1010000101111
63,1010000110
38,1010000111
240,101000100
36,101000101
160,10100011000
159,10100011001
86,10100011010
25,10100011011
9,1010001110
10,1010001111
4,1010010
50,1010011
51,10101000
20,10101001
99,1010101000
54,1010101001
56,101010101000
29,101010101001
28,101010101010
146,101010101011
235,101010101100000
234,101010101100001
217,101010101100010
203,101010101100011
202,101010101100100
190,101010101100101
188,101010101100110
174,101010101100111
200,10101010110100
197,10101010110101
181,10101010110110
150,10101010110111
140,10101010111000
126,10101010111001
124,10101010111010
92,10101010111011
164,1010101011110
90,1010101011111
144,10101011000
117,10101011001
13,10101011010
191,10101011011
243,1010101110
244,1010101111
7,10101100
80,10101101
112,101011100
8,101011101
250,10101111000
143,10101111001
147,101011110100
118,101011110101
76,1010111101100
182,1010111101101
135,1010111101110
122,1010111101111
223,10101111100
14,10101111101
249,10101111110
239,10101111111
52,101100000
82,101100001
84,1011000100
95,1011000101
12,10110001100
207,10110001101
120,1011000111000
106,1011000111001
59,1011000111010
227,1011000111011
209,101100011110
208,101100011111
31,101100100
241,101100101
114,1011001100
79,1011001101
116,10110011100
145,10110011101
215,10110011110000
213,10110011110001
204,10110011110010
156,10110011110011
152,10110011110100
138,10110011110101
136,10110011110110
125,10110011110111
123,10110011111000
109,10110011111001
108,10110011111010
107,10110011111011
214,1011001111110
212,1011001111111
35,1011010
5,1011011
255,101110
34,101111
16,1100
2,1101
23,111000000
37,111000001
195,1110000100000
166,1110000100001
139,1110000100010
137,1110000100011
194,111000010010
162,111000010011
102,11100001010
254,11100001011
129,11100001100
26,11100001101
251,11100001110
71,11100001111
65,11100010
21,11100011
24,1110010000
128,1110010001
27,11100100100
161,11100100101
74,1110010011000
231,1110010011001
229,1110010011010
228,1110010011011
58,111001001110
119,111001001111
39,1110010100
100,1110010101
165,1110010110000
154,1110010110001
104,1110010110010
78,1110010110011
42,111001011010
30,111001011011
192,11100101110
176,11100101111
113,111001100
98,111001101
245,1110011100
85,1110011101
11,1110011110
127,1110011111
49,111010
19,111011
33,11110
18,11111
