0,000
255,001
16,0100
1,0101
68,011000
35,011001
4,01101000
250,01101001
254,011010100
247,011010101
241,011010110
240,011010111
48,0110110
95,0110111
15,01110
85,01111
51,10000
33,10001
18,10010
32,10011
34,101000
37,101001
210,101010000
183,101010001
176,101010010
165,101010011
164,101010100
162,101010101
149,101010110
143,101010111
135,101011000
133,101011001
129,101011010
126,101011011
105,101011100
80,101011101
63,101011110
60,101011111
246,10110000
245,10110001
243,10110010
234,10110011
223,10110100
207,10110101
192,10110110
191,10110111
188,10111000
159,10111001
142,10111010
128,10111011
100,10111100
84,10111101
70,10111110
66,10111111
17,1100
2,1101
61,11100000
54,11100001
52,11100010
50,11100011
23,11100100
21,11100101
20,11100110
19,11100111
81,1110100
67,1110101
49,1110110
39,1110111
7,1111000
5,1111001
14,11110100
8,11110101
46,111101100
6,111101101
154,1111011100000000
153,1111011100000001
152,1111011100000010
151,1111011100000011
150,1111011100000100
148,1111011100000101
147,1111011100000110
146,1111011100000111
145,1111011100001000
144,1111011100001001
141,1111011100001010
140,1111011100001011
139,1111011100001100
138,1111011100001101
137,1111011100001110
136,1111011100001111
134,1111011100010000
132,1111011100010001
131,1111011100010010
130,1111011100010011
127,1111011100010100
125,1111011100010101
124,1111011100010110
123,1111011100010111
122,1111011100011000
121,1111011100011001
120,1111011100011010
119,1111011100011011
118,1111011100011100
117,1111011100011101
116,1111011100011110
115,1111011100011111
113,1111011100100000
112,1111011100100001
111,1111011100100010
110,1111011100100011
109,1111011100100100
108,1111011100100101
107,1111011100100110
106,1111011100100111
104,1111011100101000
103,1111011100101001
102,1111011100101010
101,1111011100101011
99,1111011100101100
98,1111011100101101
97,1111011100101110
96,1111011100101111
94,1111011100110000
93,1111011100110001
92,1111011100110010
91,1111011100110011
90,1111011100110100
89,1111011100110101
88,1111011100110110
87,1111011100110111
86,1111011100111000
83,1111011100111001
82,1111011100111010
78,1111011100111011
77,1111011100111100
76,1111011100111101
75,1111011100111110
74,1111011100111111
73,1111011101000000
72,1111011101000001
71,1111011101000010
69,1111011101000011
65,1111011101000100
64,1111011101000101
62,1111011101000110
59,1111011101000111
58,1111011101001000
57,1111011101001001
56,1111011101001010
55,1111011101001011
53,1111011101001100
45,1111011101001101
44,1111011101001110
43,1111011101001111
42,1111011101010000
41,1111011101010001
40,1111011101010010
38,1111011101010011
36,1111011101010100
31,1111011101010101
30,1111011101010110
29,1111011101010111
28,1111011101011000
27,1111011101011001
26,1111011101011010
25,1111011101011011
24,1111011101011100
22,1111011101011101
13,1111011101011110
12,1111011101011111
11,1111011101100000
10,1111011101100001
9,1111011101100010
3,1111011101100011
253,111101110110010
252,111101110110011
251,111101110110100
249,111101110110101
248,111101110110110
244,111101110110111
242,111101110111000
239,111101110111001
238,111101110111010
237,111101110111011
236,111101110111100
235,111101110111101
233,111101110111110
232,111101110111111
231,111101111000000
230,111101111000001
229,111101111000010
228,111101111000011
227,111101111000100
226,111101111000101
225,111101111000110
224,111101111000111
222,111101111001000
220,111101111001001
219,111101111001010
218,111101111001011
217,111101111001100
216,111101111001101
215,111101111001110
214,111101111001111
213,111101111010000
212,111101111010001
211,111101111010010
209,111101111010011
208,111101111010100
206,111101111010101
205,111101111010110
204,111101111010111
203,111101111011000
202,111101111011001
201,111101111011010
200,111101111011011
199,111101111011100
198,111101111011101
197,111101111011110
196,111101111011111
195,111101111100000
194,111101111100001
193,111101111100010
190,111101111100011
189,111101111100100
187,111101111100101
186,111101111100110
185,111101111100111
184,111101111101000
182,111101111101001
181,111101111101010
180,111101111101011
179,111101111101100
178,111101111101101
177,111101111101110
175,111101111101111
174,111101111110000
173,111101111110001
172,111101111110010
171,111101111110011
170,111101111110100
169,111101111110101
168,111101111110110
167,111101111110111
166,111101111111000
163,111101111111001
161,111101111111010
160,111101111111011
158,111101111111100
157,111101111111101
156,111101111111110
155,111101111111111
221,1111100
114,1111101
79,1111110
47,1111111
